"my little owlette saved halloween the election climate change and negativity shes so special  ", 0
"remember when trump bragged about committing sexual assault disregarded the geneva conventions and called climate change a hoax", 1
"lois barber nuclear weapons climate change reasons to back clinton trump has called for a huge military bu  ", 1
"and people say global warming doesnt exist so thats why we have summer weather in fall right okay    ", 1
"thats crazy that some politicians still dont believe in global warming", 1
"aninews i doubt this would work plus it added more to existing pollution levels and worsened global warming", 1
"polar bears for global warming fish for water pollution  ", 0
"americans are even less worried about russia than climate change", 0
"climatechange for new york climate change is an immediate existential threat  ", 1
"leodicaprio thank you for the eye opening documentary if you want a real and true portrait of climate change watch beforetheflood now", 1
"sdg13 is a call to take urgent action to combat climate change and its impacts join the movement  ", 1
"nwsseattle is this climate change or just weather", 0
"halloweens ok but if you really wanna get scared watch natgeos new climate change doc with leodicaprio  ", 1
"leo dicaprio whining about his future kids not being able to see snow when the best way to stop climate change is to not have kids ", 1
"national geographics climate change documentary with leonardo dicaprio is now on youtube  via thenextweb", 0
"glaciers for global warming  ", 0
"inferillum johnpodesta chadhgriffin sister and his views on the pipelines climate change issues is endgame for me i cant do it", 0
"in the end of october carec experts on climate change and sustainable energy met with nazarbayev universitys team  ", 0
"highly recommend beforetheflood documentary on climate change for a truly terrifying wake up call this halloween  ", 1
"keynote modeling impacts of climate change what are information needs tim carter finnish env institute sasas2016  ", 1
"soils help to combat and adapt to climate change by playing a key role in the carbon cycle  via faoknowledge", 1
"andyserling thats right aqueduct has an indoor studio with climate change we can expect more aberrations at belmont in the future", 1
"baileytruettyo tomleewalker why do people defend the leading cause of climate change deforestation pollution etc get over it its meat", 1
"leonardo dicaprios documentary on climate change slays  give it a watch on youtube", 1
"natgeos climate change documentary with leonardo dicaprio is now on youtube  by jokoanwar via c0nvey", 0
"beforetheflood a documentary on climate change   ", 0
"meet the unopposed assembly candidate who says climate change is a good thing that hurts enemies on the equator  ", 0
"lisbon will likely be in the middle of a desert by 2100 if we dont mitigate climate change  via qz", 1
"we need to educate local communities about climate change amp local strategies to tackle it mr mungwe environmentza youthsaiia canintl", 1
"therickydavila no paying taxes give usa away for putin investment from china sexual assaultsstupid bout climate changell make us sink", 0
"man has no significant effect on climate hence the name change from global warming hoax to climate change hoax  ", -1
"rest assured wine lovers your favourite tipple will adapt to climate change  ", 0
"makes a free movie to raise awareness about climate change  9gag", 0
"astrokatie you might mention that hilary clinton strongly endorses science and believes climate change is real", 1
"china briefing china acting on climate change  provides the full transcript of the s  ", 0
"looking forward to ssnconf16 tomorrow us too get in the climate change mood with our new newsletter more gtgt  ", 1
"been watching beforetheflood this evening i hope it helps inspire people to act to stop climate change  now  ", 1
"seanhannity im telling u obama is behind it cuz global warming issues 2 in matter of weeks weve never had this  ", 0
"what if this is the angle with which we can create a coherent response to climate change", 0
"cartoon if the media covered climate change the way it covers hillarys email  voices ne  ", 1
"flitteronfraud reuters meaning the climate change pact likely has massive kickbacks for china", 0
"a high of 74 today the first day of november yep global warming is fake", 1
"cartoon if the media covered climate change the way it covers hillarys email  ", 1
"time for christmas musicbut global warming wont let me get in the mood", 1
"november 1 the high is 85 and the dude running for president doesnt think global warming is real", 1
"cartoon if the media covered climate change the way it covers hillarys email  ", 1
"muzikgirl11 i hope global warming keeps it 84 and sunny in southern florida for the rest of our lives", 0
"wow 64 degrees in november this is global warming at its finest", 0
"tonyschwartz kimmie8264 and says climate change is a hoax this will ensure america will be the bully that destroys earth ", 1
"sjhamp12 global warming isnt real", 0
"sluttela not this year apparently global warming kill us all", 1
"thank you global warming for giving us nice weather in november", 0
"pls dont tell my global warming isnt real when the high today is pushing 90 degrees ", 1
"in 4 days the most ambitious climate change agreement in history enters into force have you read  ", 0
"hmmmm climate change isnt real  ", -1
"opchemtrails  lets zero out climate change with nature amp agriculture instead mohempkenya snippet  ", 1
"at the intersection of politics and events  marine corps u journal publishes special issue on climate change  ", 0
"question 1 do u like smoking weed 2 do you hate paying taxes 3 do you think global warming is just a big ol ho  ", 0
"niggas asked me what my inspiration was i toldem global warming you feel me cozy", 0
"its 80 degrees on november first climate change is real were in a drought the reef is dead bees are dying donald trump might be president", 1
"i dont know why people are happy over the fact its 70 degrees out in november its called global warming", 1
"exxon mobil sued over climate change coverup  by cmdangelo  via huffpostgreen back jill amp support renewables", 1
"caseyneistat thoughts on beforetheflood  global warming in the next vlog   ", 0
"if you dont believe in global warming now then i truly dont know what to tell you", 1
"centrica is a world leader for action on climate change    ", 1
"because if you are a denier of climate change you are a denier of your own existence", 1
"so apparently what global warming means for me is spending a lot of time being furious that its warm amp sunny iwantfall", 0
"niggas asked me what my inspiration was i told em global warming", 0
"who the fuck taught waltdisneyworld to monopolize global warming im spending 425 on a powerade to keep my ass alive in this heat", 0
"mtracey douthatnyt instead they spent 6 years blocking all progress denying global warming and attempting to nix the aca great job", 1
"nodapl either potus doesnt actually believe in climate change or hes willing to shelve it for big business think about it berners", 1
"retweeted kholla bashir bashirkholla  worldwide people are much less concerned about climate change  ", 0
"74 in november so climate change", 0
"the chinese understand whats at stake here  in rare move china criticizes trump plan to exit climate change pact  ", 1
"lucasgus was playing christmas music at 1201 am well jokes on you lucas its 73 out rn and global warming is coming before christmas", 1
"diagstudio im creating a new think tank for climate change would you join and post your tweet also at  ", 1
"12 reports to read before the climate summit  climate home  climate change news  via climatehome actonclimate", 1
"i like how were all just ignoring global warming lol   ", 0
"too bad this normally intelligent man believes that the world is ending due to global warming which is the fault of  ", -1
"reinccarnate like police brutality or global warming or animal endangerment not something petty like a damn green cup", 1
"watch before the flood an urgent call to arms about climate change  misc feedly", 1
"i knew if it warmed up that someone would pull that climate change shit not saying it doesnt exist but come on", 0
"when the weather is 75 degrees in november but youre also worried about climate change climatechange weather  ", 1
"importance of climate change emergency prep work  ", 1
"you can watch leonardo dicaprios climate change documentary right here climatechange  ", 0
"wisconsin people climate change is real vote democrat stand against pryan and show him actions speak louder  ", 1
"government has failed  australian business woefully unprepared for climate change post paris agreement auspol  ", 1
"its fucking november and im still in t shirts and track shorts you cant tell me climate change isnt real", 1
"sppi is a green advocate and helps in the preservation of more trees to help curb climate change  exteriorpainters", 1
"73 degrees on november 1st but global warming isnt real right", 1
"icouldbeannyone im creating a new think tank for climate change would you join and post your tweet also at  ", 1
"sanchordia we really dont have time to play politics with climate change we need to start hurrying it along", 1
"rbreich im often told that climate change is a middleclass issue and the poor care more about jobs and wages   ", 0
"first day of november and the high was 88 degrees good thing climate change isnt real", 1
"kkfla737 i dont think rubio is gonna lose although im not afraid to say he doesnt have my vote 2017 and still denying climate change", 1
"v upset on this the most beautiful day of 2016 because a i didnt bring my camera to campus and b climate change is terrifying", 1
"yo your mcm doesnt believe in climate change", 0
"we rly need to start listening to leonardo dicaprio because global warming is real amp happening like how tf is it 80 degrees in november", 1
"what sparked global warming people did heres how  ", 1
"heres how to watch leonardo dicaprios climate change documentary for free online   ", 0
"taniel lvburke the russians did it  oh wait is this when we blame global warming", -1
"lisaalba fact i think geo engineering is mainly to try to get a grip of climate change personally", 0
"leodicaprio thanks for the great documentary on climate change it really hit home please check out this project  ", 1
"its november is wisconsin and i just mowed my lawn if this is a result of global warming then were on the right track", 0
"foreignpolicy spans from dealing with other nations on global issues like energy and climate change to trade fp2016election", 1
"happy november the high temperature is still in the 80s global warming is real and the natural progression of time means nothing", 1
"i certainly agree 2 the climate change argument interconnectedness is not a threat  ", 0
"oil amp gas as part of the solution to global warming materials read  ", 1
"realdonaldtrump you need to believe in climate change do it and you have my vote if not its going to hillaryclinton", 1
"in my opinionclimate change is nothing more than a way 2 remove our money from our pockets 4 their greeny projects  ", -1
"asshole leo dickcrappio made a climate change filmyawn no one cares still i put him on lifetime shunlist  ", -1
"i cant believe people actually believe climate change isnt real wow we do deserve to become extinct", 1
"people touch the tippy top the the ice berg and think they can start global warming", 0
"cathmckenna cop22 iisdnews more aviation fuel burned impacting the climate change hoax", -1
"except this one chick whos watching that leonardo dicaprio documentary about climate change boo nochicagopride scienceisbad", 0
"but seriously this episode was from 2000 and they were debating climate change 16 years later and how is that sti  ", 1
"im just gonna put this out there if you dont believe in climate change or that racism doesnt exist just unfollow me from life", 1
"achmarbinschibi anagama donaldtrump and hillaryclinton need to get the message that the answer to global warming is not nuclear winter", 1
"aquilogy took me a while to get to this thanks so much scary how climate change has sort of lost its sexiness in the media meanwhile", 0
"karoli morgfair osborneink dailykos  putin got to you too jill   trump doesnt believe in climate change at all  thinks its s hoax", 0
"guys go watch national geographic  l dicaprios doc on climate change before the flood its free so no excuses  ", 1
"how do people argue climate change", 1
"standing rock climate change bees becoming endangered political corruption amp ppl still would rather watch the kardashians and be sheep", 1
"climate change is the greatest issue facing our generation and world", 1
"fuck you guys global warming is serious as hell", 1
"nanasranch cnn  no it is when hell freezes over  climate change", 0
"the blunt truth about the politics of climate change is that no country will want to sacrifice its economy in  ", 0
"when i was a kid i always thought all star was about global warming", 0
"injculbard martinstiff pretty sure i saw an article saying that wed get more global warming after brexit maybe it was on a bus", 0
"go ahead  recognised by carbon disclosure project for continuous improvement in tackling climate change channelsfeeddigestcomnewsid", 1
"madness1899 wizardbird proportionally human sources climate change is enormous climate changing rapidly", 1
"badham favours workers coal jobs over climate change too much fossil fuels  jobs save nature or some such b  ", 0
" inhabitat watch leonardo dicaprios riveting new climate change documentary before the  ", 1
"djrothkopf anybody who denies climate change an existential threat to our society is not qualified to lead at all at any social level", 1
"leonardo dicaprio documentary on climate change is scary we have all ruined earth ", 1
"overfishing could be the next problem for climate change  via salon", 1
"ft martin wolf that the us presidential campaign has unfolded without a focus on climate change is astounding  ", 1
"berniesanders says we must stop dakota pipeline potus says we must reroute whos got the better legacy on climate change your call", 1
"new blog up about soil carbon sequestration as a climate change solution and vehicle for ecological restoration  ", 0
"leodicaprios passion for the environment amp changing climate change has always inspired me watch beforetheflood  ", 1
"v treehheres one effective solution to climate change put a price on carbon   ", 1
"cnn 20unchecked climate change amp a future where they may starve lacking water and food", 1
"the effects of climate change are all around us if youre only willing to open your eyes  via ccyale", 1
"they asked what my inspiration was i told em global warming", 0
"check out the new documentary at natgeos youtube channel before the flood on climate change with leodicaprio  ", 1
"finally done with the uncc introductory ecourse on climate change thanks unitar uncclearn climateducate", 0
"a lammel univparis8 on the contribution of local knowledge to understand the global character of climate change  ", 0
"12 globalgoals are directly linked to climate change the parisagreement is  by climatereality via c0nvey", 1
"the vita green impact fund is exactly the right investment vehicle for sdgs amp climate change mitigation  ", 1
"cold weather is my time to shine and global warming is really messing that up for me", 0
"drshow amyaharder chriscmooney surveyfunk why do we project what climate change will look like 30 years from now why not 1 year", 0
"granthall3 member before global warming", 0
"i feel like ending world hunger saving animals from extinction solving our climate change problem and reforming our judicial system today", 1
"firegal01 hate to burst your bubble but man made climate change aint real and the environments doing just fine", -1
"more fiddled global warming data us has actually been cooling since the thirties  tcot teaparty pjnet nra p2", -1
"patvpeters and farting is the blame for global warming jack ai dont believe in global warmingjust so you know", -1
"its the beginning of november n im wearing jeans n a t shirt n sweating but yall still think global warming doesnt exist ", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"babykhai in all seriousness them hoes adapting and its not hard for them because of global warming ", 0
"zanerburr0522 global warming is a hoax by the chinese government", 0
"former bsf grantee dr doron holland has developed a fruitful way to combat climate change  ", 1
"helenhuanggg joyceala its a waste of wood and causes global warming tho killing trees for no reason", 1
"sorrow and misery climate change instable financial systems   something is going wrong world", 1
"sierraclub no poltician can solve the inferior tech issue of climate change using a different yet clean inferior  ", 1
"crabtrem yes imagine all the money wasted trumps plan to ditch payments for climate change will save us billions", -1
"katehumble that bear is doomed if arcticlive refuses to reveal livestock industry as climate change culprit amp present veganism as solution", 1
"the climate change racket has lost force podestaemails26  ", 0
"johnhasey if you are one of many that dont even believe in global warming then honestly get ur head in the game its obviously real", 1
"connordukesmith climate change is fake iamright", -1
"say what you want but hell definitely take care of global warming via rfunny  ", 0
"just watched leonardo dicaprios excellent and eyeopening documentary on climate change entitled before the  ", 1
"danosbelt trump said climate change does not exist you just contradicted yourself clean environment means no coaloilfracking", 1
"please stfu global warming isnt real  ", -1
"jacobmccall3 im creating a new think tank for climate change would you join and post your tweet also at  ", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"niggas asked me what my inspiration was i told em global warming you feel me cozy", 0
"beyondtheflood an apathetic attitude toward climate change will destroy the future of our planet", 1
"stephensackur can you interview more climate change profilesjust watched before the flood leodicaprio youtube government needs to act", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"clown preaches fear from the altar of manmade global warming  climate", -1
"if taking an env geography class has done one thing for me it has allowed me to shitpost more efficiently in pol climate change threads", 0
"tyguylf4 mine knows global warming is a figment of the liberal media", -1
"giflybike im creating a new think tank for climate change would you join and post your tweet also at  ", 1
"auspur thats what we say to make fun of those who say global warming is bs when we have a big snow storm bro", 1
"there is no such thing as climate change its just weather and the moon is obviously bigger than jupiter science  ", 1
"nikkibot wsfuck trumpfuck global warmingfuck", 0
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"if you dont believe global warming is a real thing please explain to me why we have 80 degrees days in november", 1
"jaykraft blamed global warming for the world series rain delay", 0
"radioanswer what are they smoking green party blames world series rain delay on global warming   ", -1
"mereka borjuis dengan konsumsi tumpah ruah mobil pribadi dengan ac dingin kamar dingin mungkin tdk trll mrskn efek climate change", 0
"rachelnichols global warming", 0
"news paper headline  chicago cubs being celebrated as heroes after reversing climate change by making hell freeze over", 0
"lol climate change is serious guys  do something about it", 1
"tinder that this drought is over does not mean the actual drought from global climate change is over", 1
"foxnews im sure goodell will blame global warming", -1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"these global warming crackpots have lost it join us amp enlist at  patriot central awaits  ", -1
"differences in climate change ghtoday", 0
"charleshernick americancrs a former independent whose debut interview declares reagan is out and a moderate for climate change", 0
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"leonardo dicaprios fantastic new documentary on climate change is now free legally to watch  ", 1
"mr trump has called global warming a chinese hoax to thwart business mrs clinton   ", 0
"stoving carbon in soils of crop grazing amp rangelands offers ags highest potedtial source of climate change mitigation", 1
"with ongoing climate change expect more warm falls and winters in the future  ", 1
"democracynow correct how many ideas on combating climate change been offered from either of these poor candidates neither dares address", 1
"wait what about global warming  ", -1
"what are they smoking green party blames world series rain delay on global warming  via twitchyteam climatecon", -1
"ship made a voyage that would not have happened without global warming   ", 1
"weather channel video uses young kids to promote global warming fear mongering   ", -1
"jonathanchait you are supposed to call it climate change get with the program", 0
"cwparis  take a look at what else the climate change protesters in copenhagen are promoting", 0
"this is where changing the term global warming into climate change is helpful so co2 causes colder winters   ", 1
"daily reminder that air pollution kills over 6 mil a year global warming will kill millions and trump has vowed to rip up paris agreement", 1
"want to stop climate change uwm see beforetheflood at your university  by leodicaprio via c0nvey", 1
"leo dicaprios new film before the flood is a sweeping look at climate change  mnn  mother nature network  ", 1
"when china calls out donald trump on climate change you know its bad  ", 1
"watch before the flood natgeochannel leodicaprio travels the world to tackle climate change  youtube", 1
"sciencerocks156 next 4 years r very critical 4 us amp the worldislamism is a much bigger threat than global warming 4 the earth tarekfatah", -1
"do people still believe climate change isnt real", 1
"china says donaldtrump is the hoax not climate change  ", 1
"recom reading iea report interested energy climate change amp economy and policy transition requirements ieabirol  ", 0
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"yrdsb students and staff engaged in deep learning design thinking and tackling climate change at hack2action  ", 1
"lezleyrenee checking in on the weather unseasonably warm here in ny70 its not global warming its the heat of trumps anger electionday", 0
"ivanthek i did get duped into climate change denial twitter never going to do that again", 0
"how the heck do people not believe in climate change get your head out of your booty", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"help me stop texas repubs who want to abolish the us dept of education amp call for teaching all sides of evolution and climate change", 1
"join eco dir erick shambarger  free movie before the flood dicaprios climate change movie tonight 7pm at uwm   ", 0
"clouds are impeding global warming for now  livermorelab", 1
"is climate change real castanetnews mixed the words up  should read climate change is real climatechange  ", 1
"australian governments used climate change weather destruction to attack renewables parisagreement", 1
"the american public understands that climate change is real and caused by humans its time to actonclimate  ", 1
"if you havent watched leodicaprio climate change documentary before the flood you have to he knows what hes fighting for ", 1
"hollylanier im creating a new think tank for climate change would you join and post your tweet also at  ", 1
"we have to figure out a way in which we address the common challenges that we face like climate change continued war amp social justice", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"if trump wins that means america the most powerful country in the world will have a president that believes climate change doesnt exist", 1
"jesusramir32jr global warming how warm is it up there", 0
"daveweigel i went to a bill clinton speech where he did nothing but highlight her policies about climate change student debt jobs", 0
"juniper40 kburton40 susansarandon who said she would not enjoy more wars more fracking more climate change more surveillance", 1
"siotag im creating a new think tank for climate change would you join and post your tweet also at  ", 1
"im sorry but if you think climate change is a hoax you are a fucking moron lol", 1
"rollingstone global warming is a natural phenomenaif it werent wed still be covered in ice", -1
"paris agreement in force today nz among the first to ratify big day in the climate change battle parisagreement  ", 1
"one of the most irking things about the gop is that they completely disregard the fact that climate change is real and catastrophic", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"if their want to vent layluhan will close the door turn off the lights sit on the bed while ignite lightstick for climate change", 0
"how rich countries are avoiding helping worlds poor cope with climate change  ", 1
"how does one not believe in global warming", 1
"the epa reports are damning on climate change", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"before the flood  the full movie is available ahead of elections powerful call to action on climate change  ", 1
"apparently in the alien franchise they ended global warming in 2016 meanwhile in reality", 0
"beforetheflood is an absolute mustsee its scary that china is doing so much more than the us to stop climate change", 1
"undiverted laborfail senatormroberts 2000 head of csiro said all 5 computer models had failed on global warming not even a 1c rise 200y", -1
"iartaza cop22 unfccc conversationus regarding climate change", 0
"synergize  the cop process tackling climate change goes hand in hamd with implementation of newurbanagenda  ", 1
"sanvai kind of already is climate change and pollution and species going extinct we were given paradise and are blowing it up pun", 1
"accordodiparigi stop sussidi a fonti fossili contro climate change leonarodicaprio  ", 0
"beginning of the youth conference on climate change and redd  ongaidepur  copmycity225", 0
"boejarnewall global warming is real guys im super cereal", 0
"weather the worlds best effort to curb global warming probably wont prevent catastrophe  the verge  forecast", 1
"im jordan 14 years of agei care about climate change ive been learning about it at my school and its a really big problemleodicaprio", 1
"theres only 1 ballot measure to fight climate change this election and environmental groups oppose it  ", 1
"prisonplanet infowars  these the same people preach climate change as scientific fact", -1
"eight photographers discuss the effects of climate change and why we should protect our planet  ", 1
"mustwatch leonardo dicaprios climate change movie before the flood    ", 1
"eight photographers discuss the effects of climate change and why we should protect our planet  ", 1
"pretty sad really how much the earth is being destroyed by humans and climate change beforetheflood", 1
"please vote 4 hillary on tuesday shes the only 1 who can beat trump trump will ruin the us amp earth he doesnt believe in global warming", 1
"rickeylane14 global warming will do it to you", 0
"also climate change is resl", 1
"the thing about the ice melts taking place right now is that it isnt a linear response to global warming its a quadratic relationship", 1
"donald trump wants to build a wall  to save his golf course from global warming  dana nuccitelli  ", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"mexico must take steps to cope with climate change but not stop mining deforestation and pollution i guess   ", 1
"1950kevin im creating a new think tank for climate change would you join and post your tweet also at  ", 1
"president has not been honest in acknowledging limitations of his commitment to the paris climate change agreement  ", 0
"this might be a matter of opinion but climate change is real love is love and a woman does have right to choose", 1
"watching cenkuygur on tyt and cant figure out how their concern over trump unravelling climate change progress is any better with hrc", 0
"just my two cents on the best coping strategy for vulnerable smallholders in climate change  ", 1
"lookthefuckup  so are these trails contributing to climate change or are they geoengineering which is supposed to combat it", 0
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"loudobbs hillaryclinton trump says he will cancel billions to un for global warming by the way no one knows wha  ", 0
"nattbratt67 shaunking and thinks climate change is a hoax", 0
"what if climate change was brought about by witchcraft", 0
"3novices  oceanographic training centre getting ready oceans play a big role in studying climate change and weather forecasting patterns", 1
"its unfathomable how anyone can deny climate change", 1
"rememberwhentrump said global warming is a myth created by china", 1
"conjuringalias climate change excuse for govt control i drive a 71 caddy that gets 9 mpg a tesla is worse but good to the left", -1
"rememberwhentrump said climate change was a chinese hoax", 1
"everyone needs to watch beforetheflood and realize the crucial impact climate change is having on us", 1
"its midnight in november in colorado and im literally walking around in shots and flip flops dont tell me global warming isnt real", 1
"so i just watched leodicaprios climate change documentary and i am now a climate change activist", 1
"snob rigged hillaryhealth debate dncleak climate change is directly related to global terrorism  ", 1
"will paris deal tackle climate change some of the most positive facts ive seen of late excellent   ", 1
"jp was pissing me off with his whole global warming isnt real bit today boiiii sit down lol", 1
"watch the climate change documentary by leonardo dicaprio before the flood full movie  national geographic   ", 0
"haarp 2015 reveals climate change  via unzipw", 0
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"die everyone yall useless piece of crap causing global warming dogs are better", 0
"factcheck worlds biggest oil firms announce miniscule climate change fund  via energydesk", 1
"indigenous land rights a cheap and effective climate change solution fordfoundation  ", 1
"thank you faux news amp talk radio you were always right climate change is a hoax    ", 1
"ikedakiyohiko what would it be if theres anything we should be more concerned about the earth other than global warming", 1
"i know jesus really coming in on a cloud the way climate change is lol its 80 in november shessssssh", 0
"grouchass ralstonreports thats like saying global warming isnt a thing because its freezing on a certain day", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"when jimi hendrix sang about climate change in 1967  ", 0
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"barackobama hillaryclinton youre supposed 2 fight for peopleoverprofits amp climate change fight against major co  ", 1
"to deal with climate change we need a new financial system  ", 1
"global warming is honestly freaken scary", 1
"it feels nice today i dont think global warming is that bad", 0
"beforetheflood  everyone must watch this people must understand global warming is very real leodicaprio   ", 1
"us senates enviro committee chair jiminhofe is probably the most prominent congressional climate change denier  ", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"i cannot believe that in this day and age there are still people denying that climate change is a reality beforetheflood", 1
"aunielindenberg realtalk995 good thing global warming is chinese hoax or wed be in real trouble", 1
"its november 5th and i just played a round of golf i love global warming", -1
"you need to understand climate change is fact not fiction", 1
"climate change editor vice news this position is the chief creative voice for our climate coverage  climatechange", 0
"crapo4senate so what are you doing about climate change", 1
"these politicians that deny climate change are poisonous and corrupt", 1
" great sat night documentary to watch had no idea the impact of beef consumption on climate changebeforetheflood", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"before the flood is literally a masterpiece and eye opening i recommend it to anyone who has questions about climate changebeforetheflood", 1
"because of climate change", 0
"and then back to nah those folks that dont believe in climate change are just nuts", 1
"decathlonsport illtake rahul gandhi so he can see global warming effected mountains so he can play role in opposition for their bettermnt", 1
"billmaher just watched before the floodon climate change invite leo dicaprio on your show", 1
"i just joined natgeochannel 21cf in combating climate change take action beforetheflood  ", 1
"it sickens me how much we can be doing for this planet and yet there are still people who dont believe in global warming", 1
"trepedition to late and remember how long the us denied climate change", 1
"climate deniers blame global warming on nature this nasa data begs to differ  ", 1
"to deal with climate change we need a new financial system  ", 1
"wikileaks the science behind climate change is financed by the same people that control the media youre badmouthing you take that in", -1
"thankyou leodicaprio for tackling climate change and now the ivory trade  elephanthaven willtravers bffoundation", 1
"florida voters this man is not a scientist either so he cant figure out global warming like the rest of us who be  ", 1
"to deal with climate change we need a new financial system  ", 1
"riverfilms im creating a new think tank for climate change would you join and post your tweet also at  ", 1
